SUBSTANCIA;CNPJ;LABORATORIO;APRESENTACAO;REGIME_DE_PRECO;PRECO_SEM_IMPOSTOS;TARJA
INSULINA HUMANA;33.781.055/0001-35;FUNDA__O OSWALDO CRUZ;100 UI/ML SUS INJ CT FA VD INC X 10 ML;Regulado;25.82;Tarja Vermelha
INSULINA HUMANA;57.507.378/0003-65;EMS S/A;100 UI/ML SOL INJ CT FA X 10 ML_;Regulado;22.83;Tarja Vermelha (*)
INSULINA HUMANA;13.078.518/0001-90;FUNDA__O BAIANA DE PESQ. CIENTIFICA E DESENV.  TECNOLOGICO, FORNECIMENTO E DISTRIBUI__O DE MEDICAMENTOS-BAHIAFARMA;100 UI/ML SOL INJ CT FA VD INC X 10 ML;Regulado;32.05;Tarja Vermelha (*)
INSULINA HUMANA;82.277.955/0001-55;NOVO NORDISK FARMAC_UTICA DO BRASIL LTDA;100 UI/ML SOL INJ CT 1 CAR VD TRANS X 3 ML X 1 SIST APLIC PLAS (FLEXPEN);Regulado;15.43;Tarja Vermelha
INSULINA HUMANA;82.277.955/0001-55;NOVO NORDISK FARMAC_UTICA DO BRASIL LTDA;100 UI/ML SOL INJ CT 5 CAR VD TRANS X 3 ML X 5 SIST APLIC PLAS (FLEXPEN);Regulado;77.13;Tarja Vermelha
INSULINA HUMANA;82.277.955/0001-55;NOVO NORDISK FARMAC_UTICA DO BRASIL LTDA;100 UI/ML SUS INJ CT 1 CAR VD TRANS X 3 ML X 1 SIST APLIC PLAS (FLEXPEN);Regulado;15.43;Tarja Vermelha
INSULINA HUMANA;82.277.955/0001-55;NOVO NORDISK FARMAC_UTICA DO BRASIL LTDA;100 UI/ML SUS INJ CT 5 CAR VD TRANS X 3 ML X 5 SIST APLIC PLAS (FLEXPEN);Regulado;77.13;Tarja Vermelha (*)
INSULINA HUMANA;13.078.518/0001-90;FUNDA__O BAIANA DE PESQ. CIENTIFICA E DESENV.  TECNOLOGICO, FORNECIMENTO E DISTRIBUI__O DE MEDICAMENTOS-BAHIAFARMA;100 UI/ML SUS INJ CT FA VD INC X 10 ML;Regulado;30.72;Tarja Vermelha
INSULINA HUMANA;04.491.780/0001-70;GERAIS, COM_RCIO E IMPORTA__O DE MATERIAIS E EQUIPAMENTOS MEDICOS LTDA;100 UI/ML SUS INJ CX 5 CARP VD INC X 3 ML;Regulado;58.5;Venda Livre/Sem Tarja (*)
INSULINA HUMANA;04.752.991/0001-10;BIOMM SA;8 U (0,70 MG) PO INAL OR CT REFIL PLAS OPC X 90 + 2 INAL;Regulado;1356.05;Tarja Vermelha (*)
INSULINA HUMANA;04.752.991/0001-10;BIOMM SA;12 U (1 MG) PO INAL OR CT REFIL PLAS OPC X 90 + 2 INAL;Regulado;2042.42;Tarja Vermelha (*)
INSULINA HUMANA;04.752.991/0001-10;BIOMM SA;4 U (0,35 MG) + 8 U (0,70 MG) PO INAL OR CT REFIL PLAS OPC X 60 + 30+ 2 INAL;Regulado;904.03;Tarja Vermelha (*)
INSULINA HUMANA;04.752.991/0001-10;BIOMM SA;4 U (0,35 MG) + 8 U (0,70 MG) PO INAL OR CT REFIL PLAS OPC X 30 + 60 + 2 INAL;Regulado;1130.04;Tarja Vermelha (*)
INSULINA HUMANA;04.752.991/0001-10;BIOMM SA;8 U (0,70 MG) + 12 U (1 MG) PO INAL OR CT REFIL PLAS OPC X 60 + 30 + 2 INAL;Regulado;1591.97;Sem Informa__es de tarja (*)
INSULINA HUMANA;04.752.991/0001-10;BIOMM SA;4 U (0,35 MG) + 8 U (0,70 MG) PO INAL OR CT REFIL PLAS OPC X 90 + 90 + 2 INAL;Regulado;1752.6;Sem Informa__es de tarja (*)
INSULINA HUMANA;04.491.780/0001-70;GERAIS, COM_RCIO E IMPORTA__O DE MATERIAIS E EQUIPAMENTOS MEDICOS LTDA;100 UI/ML SUS INJ CX FA VD INC X 10 ML_;Regulado;31.92;Sem Informa__es de tarja (*)
INSULINA HUMANA;04.491.780/0001-70;GERAIS, COM_RCIO E IMPORTA__O DE MATERIAIS E EQUIPAMENTOS MEDICOS LTDA;100 UI/ML SUS INJ CX CARP VD INC X 3 ML_;Regulado;11.71;Tarja Vermelha (*)
INSULINA HUMANA;04.491.780/0001-70;GERAIS, COM_RCIO E IMPORTA__O DE MATERIAIS E EQUIPAMENTOS MEDICOS LTDA;100 UI/ML SOL INJ CX FA VD INC X 10 ML;Regulado;32.18;Sem Informa__es de tarja (*)
INSULINA HUMANA;04.491.780/0001-70;GERAIS, COM_RCIO E IMPORTA__O DE MATERIAIS E EQUIPAMENTOS MEDICOS LTDA;100 UI/ML SOL INJ CX CARP VD INC X 3 ML;Regulado;9.65;Sem Informa__es de tarja (*)
INSULINA HUMANA;04.491.780/0001-70;GERAIS, COM_RCIO E IMPORTA__O DE MATERIAIS E EQUIPAMENTOS MEDICOS LTDA;100 UI/ML SOL INJ CX 5 CARP VD INC X 3 ML;Regulado;48.26;Sem Informa__es de tarja (*)
INSULINA HUMANA;43.940.618/0001-44;ELI LILLY DO BRASIL LTDA;100 UI/ML SUS INJ CT FA VD INC X 10 ML;Regulado;38.84;Tarja Vermelha
INSULINA HUMANA;43.940.618/0001-44;ELI LILLY DO BRASIL LTDA;100 UI/ML SUS INJ CT 2 CARP VD INC X 3 ML;Regulado;41.88;Tarja Vermelha
INSULINA HUMANA;43.940.618/0001-44;ELI LILLY DO BRASIL LTDA;100 UI/ML SOL INJ CT FA VD INC X 10 ML_;Regulado;38.84;Tarja Vermelha
INSULINA HUMANA;43.940.618/0001-44;ELI LILLY DO BRASIL LTDA;100 UI/ML SOL INJ CT 2 CARP VD INC X 3 ML_;Regulado;41.88;Tarja Vermelha
INSULINA HUMANA;82.277.955/0001-55;NOVO NORDISK FARMAC_UTICA DO BRASIL LTDA;100 UI/ML SOL INJ CT FA VD TRANS X 10 ML;Regulado;38.56;Tarja Vermelha
INSULINA HUMANA;82.277.955/0001-55;NOVO NORDISK FARMAC_UTICA DO BRASIL LTDA;100 UI/ML SOL INJ CT 5 CAR VD TRANS X 3 ML (PENFILL);Regulado;96.4;Tarja Vermelha
INSULINA HUMANA;82.277.955/0001-55;NOVO NORDISK FARMAC_UTICA DO BRASIL LTDA;100 UI/ML SUS INJ CT FA VD TRANS X 10 ML;Regulado;38.56;Tarja Vermelha
INSULINA HUMANA;82.277.955/0001-55;NOVO NORDISK FARMAC_UTICA DO BRASIL LTDA;100 UI/ML SUS INJ CT 5 CAR VD TRANS X 3 ML (PENFILL);Regulado;96.4;Tarja Vermelha
INSULINA HUMANA;02.433.631/0001-20;ASPEN PHARMA IND_STRIA FARMAC_UTICA LTDA;100 UI/ML SOL INJ CT FA VD INC X 10 ML;Regulado;34.86;Tarja Vermelha
INSULINA HUMANA;02.433.631/0001-20;ASPEN PHARMA IND_STRIA FARMAC_UTICA LTDA;100 UI/ML SUS INJ CT FA VD INC X 10 ML;Regulado;34.86;Tarja Vermelha (*)
INSULINA HUMANA;30.064.034/0001-00;INSTITUTO VITAL BRAZIL S/A;100 UI/ML SOL INJ CT FA X 10 ML_;Regulado;29.82;Tarja Vermelha
INSULINA HUMANA;30.064.034/0001-00;INSTITUTO VITAL BRAZIL S/A;100 UI/ML SOL INJ CT 5 FA X 10 ML;Regulado;149.1;Tarja Vermelha
INSULINA HUMANA;30.064.034/0001-00;INSTITUTO VITAL BRAZIL S/A;100 UI/ML SOL INJ CT 20 FA X 10 ML;Regulado;596.35;Tarja Vermelha
INSULINA HUMANA;30.064.034/0001-00;INSTITUTO VITAL BRAZIL S/A;100 UI/ML SOL INJ CT 10 FA X 10 ML_;Regulado;298.18;Tarja Vermelha
INSULINA HUMANA;30.064.034/0001-00;INSTITUTO VITAL BRAZIL S/A;100 UI/ML SOL INJ CT 50 FA X 10 ML_;Regulado;1490.88;Tarja Vermelha
INSULINA HUMANA;43.940.618/0001-44;ELI LILLY DO BRASIL LTDA;100 UI/ML SUS INJ CT FA VD INC X 10 ML;Regulado;38.84;Tarja Vermelha
INSULINA HUMANA;43.940.618/0001-44;ELI LILLY DO BRASIL LTDA;100 UI/ML SUS INJ CT 2 CARP VD INC X 3 ML;Regulado;41.88;Tarja Vermelha
INSULINA ISOFANA;57.507.378/0003-65;EMS S/A;100 UI/ML SUS INJ CT 5 FA X 10 ML;Regulado;97.27;Tarja Vermelha (*)
INSULINA ISOFANA;57.507.378/0003-65;EMS S/A;100 UI/ML SUS INJ CT FA X 10 ML;Regulado;19.45;Tarja Vermelha
INSULINA ISOFANA;57.507.378/0003-65;EMS S/A;100 UI/ML SUS INJ CT 10 FA X 10 ML;Regulado;972.65;Tarja Vermelha
INSULINA ISOFANA;57.507.378/0003-65;EMS S/A;100 UI/ML SUS INJ CT 50 FA X 10 ML;Regulado;194.53;Venda Livre/Sem Tarja (*)
INSULINA ISOFANA;57.507.378/0003-65;EMS S/A;100 UI/ML SUS INJ CT 20 FA X 10 ML;Regulado;389.06;Tarja Vermelha (*)
INSULINA ISOFANA;30.064.034/0001-00;INSTITUTO VITAL BRAZIL S/A;100 UI/ML SUS INJ CT FA X 10 ML;Regulado;21.71;Tarja Vermelha
INSULINA ISOFANA;04.491.780/0001-70;GERAIS, COM_RCIO E IMPORTA__O DE MATERIAIS E EQUIPAMENTOS MEDICOS LTDA;100 UI/ML SUS INJ CX FA VD INC X 10 ML;Regulado;30.21;Sem Informa__es de tarja (*)
INSULINA ISOFANA;04.491.780/0001-70;GERAIS, COM_RCIO E IMPORTA__O DE MATERIAIS E EQUIPAMENTOS MEDICOS LTDA;100 UI/ML SUS INJ CX CARP VD INC X 3 ML;Regulado;9.55;Sem Informa__es de tarja (*)
INSULINA ISOFANA;04.491.780/0001-70;GERAIS, COM_RCIO E IMPORTA__O DE MATERIAIS E EQUIPAMENTOS MEDICOS LTDA;100 UI/ML SUS INJ CX 5 CARP VD INC X 3 ML;Regulado;47.75;Sem Informa__es de tarja (*)
INSULINA LISPRO;43.940.618/0001-44;ELI LILLY DO BRASIL LTDA;100 UI/ML SUS INJ CT 5 CARP VD INC X 3 ML_;Regulado;179.83;Tarja Vermelha
INSULINA LISPRO;43.940.618/0001-44;ELI LILLY DO BRASIL LTDA;100 UI/ML SOL INJ CT FA VD INC X 10 ML;Regulado;76.72;Tarja Vermelha
INSULINA LISPRO;43.940.618/0001-44;ELI LILLY DO BRASIL LTDA;100 UI/ML SOL INJ CT 5 CARP VD INC X 3 ML;Regulado;153.22;Tarja Vermelha
INSULINA LISPRO;43.940.618/0001-44;ELI LILLY DO BRASIL LTDA;100 UI /ML SOL INJ CT 1 CARP VD INC X 3 ML + 1 SIST APLIC PLAS_;Regulado;28.11;Tarja Vermelha
INSULINA LISPRO;43.940.618/0001-44;ELI LILLY DO BRASIL LTDA;100 UI/ML SOL INJ CT 2 CARP VD INC X 3 ML_;Regulado;61.28;Tarja Vermelha
INSULINA LISPRO;43.940.618/0001-44;ELI LILLY DO BRASIL LTDA;100 UI/ML SUS INJ CT 5 CARP VD INC X 3 ML__;Regulado;179.78;Tarja Vermelha
INSULINA LISPRO;43.940.618/0001-44;ELI LILLY DO BRASIL LTDA;100 UI/ML SUS INJ CT 1 CARP VD INC X 3 ML_+ 1 SIST APLIC PLAS__;Regulado;35.96;Tarja Vermelha
INSULINA LISPRO;43.940.618/0001-44;ELI LILLY DO BRASIL LTDA;100 UI/ML SUS INJ CT 5 CARP VD INC X 3 ML + 5 SIST APLIC PLAS_;Regulado;179.81;Tarja Vermelha
INSULINA LISPRO;43.940.618/0001-44;ELI LILLY DO BRASIL LTDA;100 UI/ML SUS INJ CT 1 CARP VD INC X 3 ML + 1 SIST APLIC PLAS;Regulado;35.96;Tarja Vermelha
INSULINA LISPRO;43.940.618/0001-44;ELI LILLY DO BRASIL LTDA;100 UI/ML SUS INJ CT 5 CARP VD INC X 3 ML + 5 SIST APLIC PLAS;Regulado;179.81;Tarja Vermelha
INSULINA LISPRO;43.940.618/0001-44;ELI LILLY DO BRASIL LTDA;100 UI /ML SOL INJ CT 5 CARP VD INC X 3 ML + 5 SIST APLIC PLAS_;Regulado;171.34;Tarja Vermelha
INTERLEUCINA;55.980.684/0001-27;ZODIAC PRODUTOS FARMAC_UTICOS S/A;18000000 UI PO LIOF CT X  FA VD INC  (REST HOSP);Regulado;1752.71;Tarja Vermelha
IOBITRIDOL;42.180.406/0001-43;GUERBET PRODUTOS RADIOL_GICOS LTDA;300 MG/ML SOL INJ CX 25 FA VD INC X 50 ML;Regulado;4102.38;Tarja Vermelha (*)
IOBITRIDOL;42.180.406/0001-43;GUERBET PRODUTOS RADIOL_GICOS LTDA;300 MG/ML SOL INJ CT FA VD INC X 500 ML;Regulado;1641.08;Tarja Vermelha
IOBITRIDOL;42.180.406/0001-43;GUERBET PRODUTOS RADIOL_GICOS LTDA;350 MG/ML SOL INJ CX 25 FA VD INC X 50 ML;Regulado;4786.53;Tarja Vermelha
IOBITRIDOL;42.180.406/0001-43;GUERBET PRODUTOS RADIOL_GICOS LTDA;300 MG/ML SOL INJ CX 10 FA VD INC X 100 ML;Regulado;3282.16;Tarja Vermelha
IOBITRIDOL;42.180.406/0001-43;GUERBET PRODUTOS RADIOL_GICOS LTDA;350 MG/ML SOL INJ CX 10 FA VD INC X 100 ML;Regulado;3829.48;Tarja Vermelha
IOBITRIDOL;42.180.406/0001-43;GUERBET PRODUTOS RADIOL_GICOS LTDA;350 MG/ML SOL INJ CT FA VD INC X 500 ML;Regulado;1812.42;Tarja Vermelha
IODETO DE POT_SSIO;05.161.069/0001-10;BRAINFARMA IND_STRIA QU_MICA E FARMAC_UTICA S.A;20 MG/ML XPE CT FR VD AMB X 100 ML;Liberado;11.07;Venda Livre
IODETO DE POT_SSIO;61.082.426/0002-07;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;20 MG/ML  + 3 MG/ML + 3 MG/ML XPE CT FR VD AMB X 120 ML;Liberado;13.8;Tarja Vermelha (*)
"IODETO DE POT_SSIO;BENZOATO DE S_DIO;CLORIDRATO DE OXOMEMAZINA;GUAIFENESINA";05.044.984/0001-26;LEGRAND PHARMA IND_STRIA FARMAC_UTICA LTDA;0,4 MG/ML + 20 MG/ML + 4 MG/ML + 6 MG/ML XPE CT FR VD AMB X 120 ML_;Liberado;18.5;Venda Livre/Sem Tarja (*)
"IODETO DE POT_SSIO;MONONITRATO DE TIAMINA;NICOTINAMIDA;CLORETO DE CROMO;_XIDO DE MAGN_SIO;SULFATO DE MANGAN_S;ACETATO DE RETINOL;PANTOTENATO DE C_LCIO;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA;_CIDO ASC_RBICO;CIANOCOBALAMINA;FLUORETO DE S_DIO;FUMARATO FERROSO;CARBONATO DE C_LCIO;ACETATO DE RACEALFATOCOFEROL;_CIDO F_LICO;_XIDO DE ZINCO;BIOTINA;COLECALCIFEROL;_XIDO DE COBRE";60.659.463/0029-92;ACH_ LABORAT_RIOS FARMAC_UTICOS S.A;COM REV CT FR PLAS OPC X 30;Regulado;33.6;Tarja Vermelha (*)
"IODETO DE POT_SSIO;NICOTINAMIDA;CLORETO DE CROMO;_XIDO DE MAGN_SIO;SULFATO DE MANGAN_S;ACETATO DE RETINOL;PANTOTENATO DE C_LCIO;ESTEARATO DE MAGN_SIO;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA;_CIDO ASC_RBICO;CIANOCOBALAMINA;FUMARATO FERROSO;CARBONATO DE C_LCIO;NITRATO DE TIAMINA;ACETATO DE RACEALFATOCOFEROL;_CIDO F_LICO;_XIDO DE ZINCO;BIOTINA;COLECALCIFEROL;_XIDO DE COBRE";60.659.463/0029-92;ACH_ LABORAT_RIOS FARMAC_UTICOS S.A;COM REV CT FR PLAS OPC X 30;Liberado;38.36;Venda Livre
"IODETO DE POT_SSIO;NICOTINAMIDA;SULFATO DE MANGAN_S;PALMITATO DE RETINOL;PANAX GINSENG C. A. MEY.;SULFATO FERROSO;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA;_CIDO ASC_RBICO;CIANOCOBALAMINA;FLUORETO DE S_DIO;SULFATO DE POT_SSIO;RUTOS_DEO;D-PANTENOL;FOSFATO DE C_LCIO DIB_SICO;NITRATO DE TIAMINA;ACETATO DE RACEALFATOCOFEROL;SULFATO DE MAGN_SIO;BIOTINA;COLECALCIFEROL";57.507.378/0003-65;EMS S/A;CAP GEL MOLE CT BL AL PLAS TRANS X 30;Liberado;67.39;Tarja Vermelha (*)
"IODETO DE POT_SSIO;NICOTINAMIDA;SULFATO DE MANGAN_S;PALMITATO DE RETINOL;SULFATO FERROSO;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA;_CIDO ASC_RBICO;CIANOCOBALAMINA;FLUORETO DE S_DIO;SULFATO DE POT_SSIO;RUTOS_DEO;PANTENOL;FOSFATO DE C_LCIO DIB_SICO;NITRATO DE TIAMINA;ACETATO DE RACEALFATOCOFEROL;SULFATO DE MAGN_SIO;BIOTINA;COLECALCIFEROL";57.507.378/0003-65;EMS S/A;CAP GEL MOLE CT BL AL PLAS TRANS X 60;Liberado;112.01;Venda Livre
IODIXANOL;00.029.372/0001-40;GE HEALTHCARE DO BRASIL COM_RCIO E SERVI_OS PARA EQUIPAMENTOS MEDICO-HOSPITALARES LTDA;550 MG/ML SOL INJ CT FR PLAS TRANS  X 50 ML___;Regulado;213.64;Tarja Vermelha (*)
IODIXANOL;00.029.372/0001-40;GE HEALTHCARE DO BRASIL COM_RCIO E SERVI_OS PARA EQUIPAMENTOS MEDICO-HOSPITALARES LTDA;550 MG/ML SOL INJ CT FA VD TRANS X 100 ML__;Regulado;420.08;Tarja Vermelha
IODIXANOL;00.029.372/0001-40;GE HEALTHCARE DO BRASIL COM_RCIO E SERVI_OS PARA EQUIPAMENTOS MEDICO-HOSPITALARES LTDA;550 MG/ML SOL INJ CT FR PLAS TRANS  X 100 ML___;Regulado;420.08;Tarja Vermelha (*)
IODIXANOL;00.029.372/0001-40;GE HEALTHCARE DO BRASIL COM_RCIO E SERVI_OS PARA EQUIPAMENTOS MEDICO-HOSPITALARES LTDA;652 MG/ML SOL INJ CT FR PLAS TRANS X 50 ML___;Regulado;233.48;Tarja Vermelha (*)
IODIXANOL;00.029.372/0001-40;GE HEALTHCARE DO BRASIL COM_RCIO E SERVI_OS PARA EQUIPAMENTOS MEDICO-HOSPITALARES LTDA;652 MG/ML SOL INJ CT FR PLAS TRANS X 100 ML__;Regulado;466.95;Tarja Vermelha
IODIXANOL;00.029.372/0001-40;GE HEALTHCARE DO BRASIL COM_RCIO E SERVI_OS PARA EQUIPAMENTOS MEDICO-HOSPITALARES LTDA;652 MG/ML SOL INJ CT FR PLAS TRANS X 500 ML;Regulado;2330.29;Tarja Vermelha
IODO POVIDONA PVPI;92.670.801/0001-82;GEYER MEDICAMENTOS S/A;7 MG/G SAB CT FILME POLIPROPILENO X 100 G;Liberado;17.06;Venda Livre/Sem Tarja (*)
IODO POVIDONA PVPI;92.670.801/0001-82;GEYER MEDICAMENTOS S/A;7 MG/G SAB CT FILME POLIPROPILENO X 50 G;Liberado;11.36;Venda Livre
"IODO;_CIDO BENZ_ICO;_CIDO SALIC_LICO";44.010.437/0001-81;CAZI QUIMICA FARMACEUTICA INDUSTRIA E COMERCIO LTDA;20 MG + 20 MG + 2.5 MG SOL TOP FR VD AMB X 50 ML_;Liberado;14.75;Sem Informa__es de tarja (*)
"IODO;_CIDO SALIC_LICO";60.665.981/0001-18;UNI_O QU_MICA FARMAC_UTICA NACIONAL S/A;10 MG/ML + 10 MG/ML + 20MG/ML SOL DERM CT FR VD AMB X 30 ML;Liberado;9.61;Venda Livre
"IODO;SALICILATO DE METILA";57.507.378/0003-65;EMS S/A;0,05G/G + 0,05G/G POM DERM CT PT 28 G;Liberado;8.03;Sem Informa__es de tarja (*)
IOEXOL;00.029.372/0001-40;GE HEALTHCARE DO BRASIL COM_RCIO E SERVI_OS PARA EQUIPAMENTOS MEDICO-HOSPITALARES LTDA;300 MG I/ML SOL INJ CT FR PLAS TRANS X 500 ML;Regulado;983.99;Tarja Vermelha (*)
IOEXOL;00.029.372/0001-40;GE HEALTHCARE DO BRASIL COM_RCIO E SERVI_OS PARA EQUIPAMENTOS MEDICO-HOSPITALARES LTDA;350 MG I/ML SOL INJ CT FR PLAS TRANS X 500 ML;Regulado;1089.96;Tarja Vermelha (*)
IOEXOL;00.029.372/0001-40;GE HEALTHCARE DO BRASIL COM_RCIO E SERVI_OS PARA EQUIPAMENTOS MEDICO-HOSPITALARES LTDA;300 MG I/ML SOL INJ CT FR PLAS TRANS X 50 ML;Regulado;123.5;Tarja Vermelha (*)
IOEXOL;00.029.372/0001-40;GE HEALTHCARE DO BRASIL COM_RCIO E SERVI_OS PARA EQUIPAMENTOS MEDICO-HOSPITALARES LTDA;300 MG I/ML SOL INJ CT FR PLAS TRANS X 100 ML;Regulado;223.57;Tarja Vermelha (*)
IOEXOL;00.029.372/0001-40;GE HEALTHCARE DO BRASIL COM_RCIO E SERVI_OS PARA EQUIPAMENTOS MEDICO-HOSPITALARES LTDA;350 MG I/ML SOL INJ CT FR PLAS TRANS X 50 ML;Regulado;142.43;Tarja Vermelha
IOEXOL;00.029.372/0001-40;GE HEALTHCARE DO BRASIL COM_RCIO E SERVI_OS PARA EQUIPAMENTOS MEDICO-HOSPITALARES LTDA;350 MG I/ML SOL INJ CT FR PLAS TRANS X 100 ML;Regulado;256.92;Tarja Vermelha
IOMEPROL;10.742.412/0004-01;BRACCO IMAGING DO BRASIL IMPORTA__O E DISTRIBUI__O DE MEDICAMENTOS LTDA;612,4 MG/ML SOL INJ CT FA VD INC X 50 ML;Regulado;55.89;Tarja Vermelha (*)
IOMEPROL;10.742.412/0004-01;BRACCO IMAGING DO BRASIL IMPORTA__O E DISTRIBUI__O DE MEDICAMENTOS LTDA;816,5 MG/ML SOL INJ CT 10 FA VD INC X 50 ML;Regulado;669.29;Tarja Vermelha
IOMEPROL;10.742.412/0004-01;BRACCO IMAGING DO BRASIL IMPORTA__O E DISTRIBUI__O DE MEDICAMENTOS LTDA;816,5 MG/ML SOL INJ CT 10 FA VD INC X 100 ML;Regulado;1312.98;Tarja Vermelha (*)
IOMEPROL;10.742.412/0004-01;BRACCO IMAGING DO BRASIL IMPORTA__O E DISTRIBUI__O DE MEDICAMENTOS LTDA;612,4 MG/ML SOL INJ CT FA VD INC X 100 ML;Regulado;109.59;Tarja Vermelha
IOMEPROL;10.742.412/0004-01;BRACCO IMAGING DO BRASIL IMPORTA__O E DISTRIBUI__O DE MEDICAMENTOS LTDA;816,5 MG/ML SOL INJ CT FA VD INC X 50 ML;Regulado;66.93;Tarja Vermelha
IOMEPROL;10.742.412/0004-01;BRACCO IMAGING DO BRASIL IMPORTA__O E DISTRIBUI__O DE MEDICAMENTOS LTDA;816,5 MG/ML SOL INJ CT FA VD INC X 100 ML;Regulado;131.29;Tarja Vermelha
IOMEPROL;10.742.412/0004-01;BRACCO IMAGING DO BRASIL IMPORTA__O E DISTRIBUI__O DE MEDICAMENTOS LTDA;816,5 MG/ML SOL INJ CT FA VD INC X 500 ML;Regulado;629.49;Tarja Vermelha (*)
ION CITRATO;03.485.572/0001-04;GEOLAB IND_STRIA FARMAC_UTICA S/A;(430 + 430 + 100) MG/G PO EFERV CT 10 ENV PE X 5 G (EMB MULT) (SABOR ABACAXI)_;Liberado;6.22;Tarja Vermelha (*)
ION CITRATO;03.485.572/0001-04;GEOLAB IND_STRIA FARMAC_UTICA S/A;(430 + 430 + 100) MG/G PO EFERV CT 50 ENV PE X 5 G (EMB MULT) (SABOR ABACAXI)_;Liberado;31.08;Tarja Vermelha (*)
"ION CITRATO;BICARBONATO DE S_DIO;CARBONATO DE S_DIO";61.082.426/0002-07;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;(462+90+438) MG/G PO EFEV CT 50 ENV AL PLAS X 5 G (MORANGO)_;Liberado;70.72;Tarja Vermelha (*)
"ION CITRATO;BICARBONATO DE S_DIO;CARBONATO DE S_DIO";02.814.497/0001-07;CIMED IND_STRIA DE MEDICAMENTOS LTDA;460 MG/G + 100 MG/G + 440 MG/G PO EFEV CT 60 ENV AL PLAS 5 G (EMB MULT)_;Liberado;36.1;Tarja Vermelha (*)
"ION CITRATO;BICARBONATO DE S_DIO;CARBONATO DE S_DIO";61.082.426/0002-07;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;(462+90+438) MG/G PO EFEV CT 50 ENV AL PLAS X 5 G (SEM SABOR);Liberado;70.72;Venda Livre/Sem Tarja (*)
"ION CITRATO;BICARBONATO DE S_DIO;CARBONATO DE S_DIO";61.082.426/0002-07;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;(462+90+438) MG/G PO EFEV CT 50 ENV AL PLAS X 5 G (GUARAN_);Liberado;70.72;Tarja Vermelha (*)
"ION CITRATO;BICARBONATO DE S_DIO;CARBONATO DE S_DIO";61.082.426/0002-07;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;(462+90+438) MG/G GRAN EFEV FR PLAS OPC X 100 G (SEM SABOR);Liberado;11.21;Venda Livre
"ION CITRATO;BICARBONATO DE S_DIO;CARBONATO DE S_DIO";61.082.426/0002-07;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;(462+90+438) MG/G GRAN EFEV FR PLAS OPC X 100 G (ABACAXI);Liberado;11.21;Venda Livre/Sem Tarja (*)
"ION CITRATO;BICARBONATO DE S_DIO;CARBONATO DE S_DIO";02.814.497/0001-07;CIMED IND_STRIA DE MEDICAMENTOS LTDA;460 MG/G + 100 MG/G + 440 MG/G PO EFEV FR PLAS OPC X 100 G;Liberado;9.08;Tarja Vermelha (*)
"ION CITRATO;BICARBONATO DE S_DIO;CARBONATO DE S_DIO";33.247.743/0001-10;GLAXOSMITHKLINE BRASIL LTDA;PO EFEV FR PLAS OPC X 100 G (CAMOMILA);Liberado;11.4;Venda Livre/Sem Tarja (*)
"ION CITRATO;BICARBONATO DE S_DIO;CARBONATO DE S_DIO";33.247.743/0001-10;GLAXOSMITHKLINE BRASIL LTDA;PO EFEV 2 ENV AL POLIET X 5 G (CAMOMILA);Liberado;1.73;Venda Livre/Sem Tarja (*)
"ION CITRATO;BICARBONATO DE S_DIO;CARBONATO DE S_DIO";33.247.743/0001-10;GLAXOSMITHKLINE BRASIL LTDA;PO EFEV CT 60 ENV AL POLIET X 5 G (CAMOMILA);Liberado;52.08;Venda Livre
"ION CITRATO;BICARBONATO DE S_DIO;CARBONATO DE S_DIO";61.082.426/0002-07;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;(462+90+438) MG/G PO EFEV CT 50 ENV AL PES X 5 G (ABACAXI)_;Liberado;70.72;Venda Livre
"ION CITRATO;BICARBONATO DE S_DIO;CARBONATO DE S_DIO";61.082.426/0002-07;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;(462+90+438) MG/G PO EFEV CT 50 ENV AL PES X 5 G (LARANJA)_;Liberado;70.72;Venda Livre/Sem Tarja (*)
"ION CITRATO;BICARBONATO DE S_DIO;CARBONATO DE S_DIO";61.082.426/0002-07;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;(462+90+438) MG/G PO EFEV CT 50 ENV AL PES X 5 G (SEM SABOR);Liberado;70.72;Venda Livre/Sem Tarja (*)
"ION CITRATO;BICARBONATO DE S_DIO;CARBONATO DE S_DIO";61.082.426/0002-07;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;(462+90+438) MG/G PO EFEV CT 50 ENV AL PES X 5 G (GUARAN_);Liberado;70.72;Tarja Vermelha (*)
